Provincia de Córdoba según departamentos. Población de 10 años y más por sexo según condición de alfabetismo. Año 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Departamento;Total Población de 10 años y más -            Lee y escribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sí;No;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;43.666;885;44.551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;47.583;792;48.375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Totoral;14.768;422;15.190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;7.393;261;7.654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;7.375;161;7.536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tulumba;10.081;479;10.560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;5.118;283;5.401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;4.963;196;5.159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unión;87.501;1.894;89.395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;42.910;1.139;44.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;44.591;755;45.346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fuente: Elaboración propia con base en Censo Nacional de Población, Hogares y Viviendas 2010 (INDEC) - Procesado con Redatam+SP, CEPAL/CELADE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dirección de Estadísticas Socio-demográficas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dirección General de Estadística y Censos de la Provincia de Córdoba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Provincia de Córdoba según departamentos. Población de 3 años y más por sexo y grupos de edades quinquenales según condición de alfabetismo. Año 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Departamento;3 a 4 años;;5 a 9 años;;10 a 14 años;;15 a 19 años;;20 a 24 años;;25 a 29 años;;30 a 34 años;;35 a 39 años;;40 a 44 años;;45 a 49 años;;50 a 54 años;;55 a 59 años;;60 a 64 años;;65 a 69 años;;70 a 74 años;;75 a 79 años;;80 a 84 años;;85 a 89 años;;90 a 94 años;;95 y más años;;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;Sí;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Provincia;8.201;94.442;212.764;53.713;275.185;2.182;281.540;1.955;272.623;1.859;258.488;2.080;252.245;2.301;214.683;2.152;185.930;2.462;181.429;2.772;166.014;3.039;154.813;3.416;140.289;3.756;113.415;3.192;89.771;2.705;69.854;2.622;48.664;2.140;24.911;1.379;8.172;607;1.920;166;2.960.911;188.940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calamuchita ;99;1.629;3.650;1.005;5.031;34;4.567;32;3.614;32;3.665;38;3.971;50;3.487;31;2.999;41;3.077;38;2.799;37;2.879;61;2.674;83;2.149;76;1.635;70;1.089;56;812;41;395;37;125;15;26;3;48.743;3.409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;53;875;1.874;520;2.560;22;2.361;23;1.883;22;1.842;23;1.977;34;1.754;24;1.454;23;1.485;24;1.414;27;1.422;44;1.310;57;1.008;38;791;39;472;31;297;13;148;15;44;4;8;1;24.157;1.859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;46;754;1.776;485;2.471;12;2.206;9;1.731;10;1.823;15;1.994;16;1.733;7;1.545;18;1.592;14;1.385;10;1.457;17;1.364;26;1.141;38;844;31;617;25;515;28;247;22;81;11;18;2;24.586;1.550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Capital;3.599;36.939;82.006;20.697;104.660;807;113.318;729;125.321;653;115.408;737;108.375;770;88.384;723;73.243;748;69.673;788;64.413;834;60.282;909;53.944;917;42.416;770;33.269;566;26.158;566;18.314;500;9.327;308;3.075;152;786;45;1.195.971;69.158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;1.656;18.839;41.524;10.724;52.856;458;56.385;435;61.286;385;56.769;433;53.069;441;42.988;424;35.037;391;32.710;431;29.814;459;27.204;488;23.817;456;18.036;360;13.697;223;9.879;211;6.070;135;2.621;63;732;34;121;7;566.271;35.397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;1.943;18.100;40.482;9.973;51.804;349;56.933;294;64.035;268;58.639;304;55.306;329;45.396;299;38.206;357;36.963;357;34.599;375;33.078;421;30.127;461;24.380;410;19.572;343;16.279;355;12.244;365;6.706;245;2.343;118;665;38;629.700;33.761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Colón;624;7.560;16.611;4.449;20.872;163;19.894;164;17.646;149;17.208;169;17.341;177;16.181;148;13.776;165;11.948;164;10.407;167;9.204;198;7.968;205;6.240;179;4.648;172;3.469;138;2.322;101;1.179;67;375;22;92;8;198.005;14.565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;300;3.939;8.337;2.356;10.439;104;10.083;90;8.823;97;8.671;111;8.220;107;7.902;89;6.760;95;5.839;85;5.067;96;4.294;115;3.694;103;2.937;87;2.059;78;1.413;61;818;28;360;23;99;4;22;-;96.137;7.668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;324;3.621;8.274;2.093;10.433;59;9.811;74;8.823;52;8.537;58;9.121;70;8.279;59;7.016;70;6.109;79;5.340;71;4.910;83;4.274;102;3.303;92;2.589;94;2.056;77;1.504;73;819;44;276;18;70;8;101.868;6.897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cruz del Eje;173;1.766;4.308;1.011;5.885;67;5.967;47;4.382;58;4.065;89;4.118;79;3.345;74;3.025;109;2.967;142;2.843;149;2.445;134;2.221;177;1.776;165;1.401;125;1.136;116;793;89;345;39;118;17;31;8;51.344;4.461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;73;873;2.097;538;2.986;41;3.021;33;2.232;37;2.133;68;2.020;49;1.671;50;1.466;63;1.458;76;1.431;95;1.245;76;1.066;99;829;91;625;58;464;60;287;38;123;8;40;7;8;1;25.275;2.361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;100;893;2.211;473;2.899;26;2.946;14;2.150;21;1.932;21;2.098;30;1.674;24;1.559;46;1.509;66;1.412;54;1.200;58;1.155;78;947;74;776;67;672;56;506;51;222;31;78;10;23;7;26.069;2.100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
General Roca;68;1.076;2.317;691;3.058;28;2.977;30;2.648;21;2.675;22;2.559;24;2.200;24;1.952;41;2.049;45;1.899;54;1.608;70;1.576;84;1.327;61;1.021;45;740;48;463;36;260;21;89;10;23;2;31.509;2.433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;37;546;1.150;364;1.572;20;1.516;21;1.350;14;1.402;14;1.316;17;1.123;15;965;31;1.024;34;965;30;816;42;826;59;667;34;481;30;347;28;178;13;89;8;24;4;5;1;15.853;1.325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;31;530;1.167;327;1.486;8;1.461;9;1.298;7;1.273;8;1.243;7;1.077;9;987;10;1.025;11;934;24;792;28;750;25;660;27;540;15;393;20;285;23;171;13;65;6;18;1;15.656;1.108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
General San Martín;265;3.707;7.957;2.115;10.171;84;10.426;86;10.028;63;10.320;78;9.744;82;7.940;77;6.923;97;7.323;125;6.758;125;6.176;123;5.406;121;4.464;89;3.745;94;2.929;88;1.993;79;970;56;299;26;66;7;113.903;7.322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;144;1.894;4.053;1.119;5.150;43;5.336;54;5.182;43;5.237;50;4.849;48;3.911;52;3.385;60;3.572;82;3.249;73;2.982;76;2.513;72;2.014;46;1.581;44;1.140;41;664;32;305;20;82;3;11;2;55.360;3.854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;121;1.813;3.904;996;5.021;41;5.090;32;4.846;20;5.083;28;4.895;34;4.029;25;3.538;37;3.751;43;3.509;52;3.194;47;2.893;49;2.450;43;2.164;50;1.789;47;1.329;47;665;36;217;23;55;5;58.543;3.468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ischilín;79;1.132;2.303;619;3.042;29;2.968;22;2.303;23;2.035;20;1.956;40;1.762;27;1.722;37;1.576;35;1.462;33;1.429;50;1.308;52;990;65;853;66;708;41;445;46;230;26;81;7;18;4;27.270;2.374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;43;579;1.145;318;1.558;14;1.527;12;1.111;13;923;16;924;28;831;14;815;18;770;27;720;20;690;32;615;32;452;39;379;36;290;18;170;12;69;13;22;2;2;2;13.056;1.245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;36;553;1.158;301;1.484;15;1.441;10;1.192;10;1.112;4;1.032;12;931;13;907;19;806;8;742;13;739;18;693;20;538;26;474;30;418;23;275;34;161;13;59;5;16;2;14.214;1.129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juárez Celman;159;1.786;4.181;908;5.148;38;5.077;37;4.567;27;4.505;27;4.508;36;3.840;33;3.583;40;3.698;77;3.159;69;2.815;78;2.506;83;2.223;82;1.755;54;1.291;79;913;67;472;33;146;19;24;-;54.570;3.573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;80;892;2.127;502;2.629;26;2.620;29;2.342;16;2.260;17;2.284;22;1.961;22;1.808;24;1.865;55;1.600;42;1.367;50;1.217;45;1.059;52;761;31;553;38;336;23;156;9;36;7;5;-;27.066;1.902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;79;894;2.054;406;2.519;12;2.457;8;2.225;11;2.245;10;2.224;14;1.879;11;1.775;16;1.833;22;1.559;27;1.448;28;1.289;38;1.164;30;994;23;738;41;577;44;316;24;110;12;19;-;27.504;1.671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marcos Juárez;218;2.657;6.035;1.347;8.016;42;8.108;42;7.283;32;7.332;55;7.468;53;6.425;51;5.840;43;6.237;76;5.780;93;5.665;90;5.170;114;4.468;113;3.692;100;3.008;112;2.191;91;1.234;74;387;26;85;6;94.642;5.217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;95;1.364;3.105;723;4.113;25;4.151;30;3.731;17;3.719;31;3.763;28;3.131;35;2.881;24;3.127;44;2.850;63;2.784;57;2.434;71;2.048;60;1.646;46;1.200;43;776;31;382;16;84;3;14;-;46.034;2.711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;123;1.293;2.930;624;3.903;17;3.957;12;3.552;15;3.613;24;3.705;25;3.294;16;2.959;19;3.110;32;2.930;30;2.881;33;2.736;43;2.420;53;2.046;54;1.808;69;1.415;60;852;58;303;23;71;6;48.608;2.506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Minas;6;132;345;93;487;6;464;3;259;1;287;1;277;2;279;4;246;9;265;11;243;10;220;5;217;16;180;7;149;11;125;9;76;5;38;3;11;3;5;1;4.179;332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;1;71;170;53;246;4;243;-;130;-;141;1;140;2;141;3;136;4;147;6;124;8;127;4;113;11;93;2;67;7;58;5;30;3;11;1;7;1;1;-;2.126;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;5;61;175;40;241;2;221;3;129;1;146;-;137;-;138;1;110;5;118;5;119;2;93;1;104;5;87;5;82;4;67;4;46;2;27;2;4;2;4;1;2.053;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pocho;14;141;361;109;521;4;470;2;349;3;285;-;356;6;312;5;316;10;276;16;270;15;244;22;243;16;221;16;179;13;130;7;99;11;34;6;21;2;4;-;4.705;404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;6;78;172;63;280;1;257;1;174;2;135;-;186;5;144;4;154;5;163;11;132;10;135;17;113;11;125;8;86;7;65;4;44;6;12;3;8;1;2;-;2.393;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;8;63;189;46;241;3;213;1;175;1;150;-;170;1;168;1;162;5;113;5;138;5;109;5;130;5;96;8;93;6;65;3;55;5;22;3;13;1;2;-;2.312;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pte. Roque Sáenz Peña;71;1.014;2.505;636;3.146;30;2.833;15;2.379;19;2.549;19;2.497;25;2.311;28;2.064;41;1.977;31;1.848;39;1.845;53;1.742;54;1.465;34;1.156;49;908;45;634;30;335;24;119;16;21;6;32.405;2.208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;32;531;1.305;308;1.612;23;1.459;9;1.249;9;1.296;16;1.226;18;1.124;18;1.054;25;1.008;16;884;31;871;29;854;37;697;20;515;25;368;25;232;11;94;5;27;5;4;1;15.911;1.162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;39;483;1.200;328;1.534;7;1.374;6;1.130;10;1.253;3;1.271;7;1.187;10;1.010;16;969;15;964;8;974;24;888;17;768;14;641;24;540;20;402;19;241;19;92;11;17;5;16.494;1.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Punilla;351;4.812;10.926;2.795;15.251;116;15.385;92;12.473;81;11.511;105;12.518;84;11.494;97;10.296;96;10.296;98;9.762;112;9.438;127;8.796;157;7.446;135;5.699;104;4.497;98;3.004;90;1.556;69;537;24;160;11;161.396;9.303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;158;2.443;5.588;1.438;7.662;64;7.625;48;6.350;46;5.652;60;6.003;50;5.507;62;4.931;58;4.856;53;4.631;63;4.395;60;3.956;85;3.286;71;2.442;43;1.816;36;1.136;37;477;15;118;9;30;1;76.619;4.742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;193;2.369;5.338;1.357;7.589;52;7.760;44;6.123;35;5.859;45;6.515;34;5.987;35;5.365;38;5.440;45;5.131;49;5.043;67;4.840;72;4.160;64;3.257;61;2.681;62;1.868;53;1.079;54;419;15;130;10;84.777;4.561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Río Cuarto;559;6.725;14.609;3.917;19.323;161;19.999;156;19.686;169;18.802;154;18.133;184;15.548;195;14.101;244;14.282;259;12.891;296;11.960;357;11.101;375;9.433;320;7.362;280;5.721;286;4.018;216;2.109;140;697;77;168;6;220.502;14.517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;253;3.423;7.326;2.088;9.850;92;10.121;98;9.740;108;9.335;97;8.940;125;7.661;124;6.812;155;6.974;167;6.183;188;5.690;209;5.139;211;4.281;177;3.168;142;2.369;132;1.491;101;640;44;186;22;28;1;106.187;7.704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;306;3.302;7.283;1.829;9.473;69;9.878;58;9.946;61;9.467;57;9.193;59;7.887;71;7.289;89;7.308;92;6.708;108;6.270;148;5.962;164;5.152;143;4.194;138;3.352;154;2.527;115;1.469;96;511;55;140;5;114.315;6.813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Río Primero;115;1.490;3.515;815;4.567;39;4.305;37;3.540;36;3.432;37;3.405;36;2.995;53;2.489;43;2.532;72;2.078;68;1.983;57;1.802;94;1.426;82;1.147;51;866;67;525;44;252;20;80;15;21;3;41.075;3.159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres;58;757;1.789;428;2.227;24;2.181;20;1.754;26;1.694;27;1.688;25;1.466;36;1.281;25;1.295;45;1.068;48;988;38;873;58;704;52;529;28;387;35;194;23;82;5;22;4;3;1;20.283;1.705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
